TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
29126,issf,pabfly5,Pale Blue Flycatcher (Hartert's),Cyornis unicolor cyanopolia
29127,species,butfly1,Blue-throated Flycatcher,Cyornis rubeculoides
29130,species,butfly2,Chinese Blue Flycatcher,Cyornis glaucicomans
29131,slash,bltfly2,Blue-throated/Chinese Blue Flycatcher,Cyornis rubeculoides/glaucicomans
29132,slash,y01329,Hainan Blue/Blue-throated/Chinese Blue Flycatcher,Cyornis hainanus/rubeculoides/glaucicomans
29133,species,larblf1,Large Blue Flycatcher,Cyornis magnirostris
29134,species,hibfly1,Hill Blue Flycatcher,Cyornis whitei
29139,slash,y01092,Large/Hill Blue Flycatcher,Cyornis magnirostris/whitei
29140,species,hibfly3,Javan Blue Flycatcher,Cyornis banyumas
29143,species,hibfly4,Dayak Blue Flycatcher,Cyornis montanus
29144,species,merjuf1,Meratus Blue Flycatcher,Cyornis kadayangensis
29145,species,lobblf1,Sunda Blue Flycatcher,Cyornis caerulatus
29149,species,mabfly1,Malaysian Blue Flycatcher,Cyornis turcosus
29150,species,pabfly1,Palawan Blue Flycatcher,Cyornis lemprieri
29151,species,bobfly2,Bornean Blue Flycatcher,Cyornis superbus
29152,species,tibfly3,Tickell's Blue Flycatcher,Cyornis tickelliae
29155,hybrid,x00927,Pale-chinned x Tickell's Blue Flycatcher (hybrid),Cyornis poliogenys x tickelliae
29156,slash,y01069,Blue-throated/Tickell's Blue Flycatcher,Cyornis rubeculoides/tickelliae
29157,species,tibfly4,Indochinese Blue Flycatcher,Cyornis sumatrensis
29161,species,mabfly2,Mangrove Blue Flycatcher,Cyornis rufigastra
29162,issf,manblf1,Mangrove Blue Flycatcher (Mangrove),Cyornis rufigastra [rufigastra Group]
29167,issf,manblf2,Mangrove Blue Flycatcher (Philippine),Cyornis rufigastra [blythi Group]
29172,species,subfly1,Sulawesi Blue Flycatcher,Cyornis omissus
29173,issf,sulblf1,Sulawesi Blue Flycatcher (Sulawesi),Cyornis omissus [omissus Group]
29177,issf,subfly4,Sulawesi Blue Flycatcher (Tanahjampea),Cyornis omissus djampeanus
29178,species,subfly5,Kalao Blue Flycatcher,Cyornis kalaoensis
29179,species,bncjuf1,Brown-chested Jungle Flycatcher,Cyornis brunneatus
29180,species,nicjuf1,Nicobar Jungle Flycatcher,Cyornis nicobaricus
29181,species,gycjuf1,Gray-chested Jungle Flycatcher,Cyornis umbratilis
29182,species,fucjuf1,Fulvous-chested Jungle Flycatcher,Cyornis olivaceus
29185,species,chtjuf2,Philippine Jungle Flycatcher,Cyornis ruficauda
29190,species,chtjuf3,Sulu Jungle Flycatcher,Cyornis ocularis
29191,species,chtjuf4,Crocker Jungle Flycatcher,Cyornis ruficrissa
29194,species,banjuf1,Banggai Jungle Flycatcher,Cyornis pelingensis
29195,species,suljuf1,Sula Jungle Flycatcher,Cyornis colonus
29196,spuh,blufly1,Cyornis sp.,Cyornis sp.
29197,species,wbrcha1,White-bellied Robin-Chat,Cossyphicula roberti
29198,issf,whbroc1,White-bellied Robin-Chat (White-bellied),Cossyphicula roberti roberti
29199,issf,whbroc2,White-bellied Robin-Chat (Albertine),Cossyphicula roberti rufescentior
29200,species,morcha1,Mountain Robin-Chat,Cossyphicula isabellae
29201,issf,mouroc1,Mountain Robin-Chat (Highland),Cossyphicula isabellae batesi
29202,issf,mouroc2,Mountain Robin-Chat (Mountain),Cossyphicula isabellae isabellae
29203,species,arrcha1,Archer's Robin-Chat,Dessonornis archeri
29204,issf,arcroc1,Archer's Robin-Chat (Archer's),Dessonornis archeri archeri
29205,issf,arcroc2,Archer's Robin-Chat (Kabobo),Dessonornis archeri kimbutui
29206,species,ofrcha1,Olive-flanked Robin-Chat,Dessonornis anomalus
29207,issf,olfroc1,Olive-flanked Robin-Chat (White-bellied),Dessonornis anomalus grotei
29208,issf,olfroc2,Olive-flanked Robin-Chat (Black),Dessonornis anomalus mbuluensis
29209,issf,olfroc3,Olive-flanked Robin-Chat (Olive-flanked),Dessonornis anomalus [anomalus Group]
29212,species,carcha1,Cape Robin-Chat,Dessonornis caffer
29217,species,wtrcha1,White-throated Robin-Chat,Dessonornis humeralis
29218,species,bsrcha1,Blue-shouldered Robin-Chat,Cossypha cyanocampter
29221,species,rurcha1,Rüppell's Robin-Chat,Cossypha semirufa
29225,species,wbrcha2,White-browed Robin-Chat,Cossypha heuglini
29229,species,rcrcha1,Red-capped Robin-Chat,Cossypha natalensis
29233,species,chrcha1,Chorister Robin-Chat,Cossypha dichroa
29236,hybrid,x01214,Red-capped x Chorister Robin-Chat (hybrid),Cossypha natalensis x dichroa
29237,species,whrcha1,White-headed Robin-Chat,Cossypha heinrichi
29238,species,scrcha1,Snowy-crowned Robin-Chat,Cossypha niveicapilla
29241,species,wcrcha1,White-crowned Robin-Chat,Cossypha albicapillus
29245,spuh,robinc1,robin-chat sp.,Cossypha sp.
29246,species,anccha1,Angola Cave-Chat,Xenocopsychus ansorgei
29247,species,copthr1,Collared Palm-Thrush,Cichladusa arquata
29248,species,rtpthr1,Rufous-tailed Palm-Thrush,Cichladusa ruficauda
29249,species,spmthr1,Spotted Morning-Thrush,Cichladusa guttata
29253,species,eurrob1,European Robin,Erithacus rubecula
29263,species,whsrob1,White-starred Robin,Pogonocichla stellata
29274,species,swyrob1,Swynnerton's Robin,Swynnertonia swynnertoni
29275,issf,swyrob2,Swynnerton's Robin (Udzungwa),Swynnertonia swynnertoni rodgersi
29276,issf,swyrob3,Swynnerton's Robin (Swynnerton's),Swynnertonia swynnertoni swynnertoni
29277,species,brcale1,Brown-chested Alethe,Chamaetylas poliocephala
29278,issf,bncale1,Brown-chested Alethe (Gray-headed),Chamaetylas poliocephala poliocephala
29279,issf,bncale2,Brown-chested Alethe (Gabela),Chamaetylas poliocephala hallae
29280,issf,bncale3,Brown-chested Alethe (Chestnut-backed),Chamaetylas poliocephala compsonota
29281,issf,bncale4,Brown-chested Alethe (Brown-chested),Chamaetylas poliocephala [carruthersi Group]
29288,species,retale1,Red-throated Alethe,Chamaetylas poliophrys
29291,species,choale1,Thyolo Alethe,Chamaetylas choloensis
29294,species,whcale1,White-chested Alethe,Chamaetylas fuelleborni
29295,species,forrob6,Olive-backed Forest Robin,Stiphrornis pyrrholaemus
29296,species,obfrob1,Orange-breasted Forest Robin,Stiphrornis erythrothorax
29300,species,forrob4,Yellow-breasted Forest Robin,Stiphrornis mabirae
29303,spuh,forrob7,forest robin sp.,Stiphrornis sp.
29304,species,gywroc1,Gray-winged Robin-Chat,Sheppardia polioptera
29305,issf,gywroc2,Gray-winged Robin-Chat (Black-capped),Sheppardia polioptera nigriceps/tessmanni
29308,issf,gywroc3,Gray-winged Robin-Chat (Gray-winged),Sheppardia polioptera polioptera
29309,species,shtaka2,Short-tailed Akalat,Sheppardia poensis
29310,issf,bocaka2,Short-tailed Akalat (Grant's),Sheppardia poensis granti
29311,issf,bocaka3,Short-tailed Akalat (Bioko),Sheppardia poensis poensis
29312,issf,shtaka1,Short-tailed Akalat (Short-tailed),Sheppardia poensis [kungwensis Group]
29316,species,bocaka11,Bocage's Akalat,Sheppardia bocagei
29320,species,lowaka1,Lowland Akalat,Sheppardia cyornithopsis
29324,species,equaka1,Equatorial Akalat,Sheppardia aequatorialis
29327,species,shaaka1,Sharpe's Akalat,Sheppardia sharpei
29330,species,eacaka1,East Coast Akalat,Sheppardia gunningi
29331,issf,eacaka2,East Coast Akalat (East Coast),Sheppardia gunningi sokokensis
29332,issf,eacaka4,East Coast Akalat (Montane),Sheppardia gunningi alticola
29333,issf,eacaka5,East Coast Akalat (Benson's),Sheppardia gunningi bensoni
29334,issf,eacaka6,East Coast Akalat (Gunning's),Sheppardia gunningi gunningi
29335,species,gabaka1,Gabela Akalat,Sheppardia gabela
29336,species,usaaka1,Usambara Akalat,Sheppardia montana
29337,species,iriaka1,Iringa Akalat,Sheppardia lowei
29338,species,rubaka1,Rubeho Akalat,Sheppardia aurantiithorax
29339,species,bagbab2,Bagobo Robin,Leonardina woodi
29340,species,eyjfly1,Eyebrowed Jungle Flycatcher,Vauriella gularis
29341,species,rufjuf1,Rusty-flanked Jungle Flycatcher,Vauriella insignis
29342,species,negjuf1,Negros Jungle Flycatcher,Vauriella albigularis
29343,species,minjuf1,Mindanao Jungle Flycatcher,Vauriella goodfellowi
29344,species,gresho1,Great Shortwing,Heinrichia calligyna
29345,issf,gresho2,Great Shortwing (Minahasa),Heinrichia calligyna simplex
29346,issf,gresho3,Great Shortwing (Great),Heinrichia calligyna calligyna/picta
29349,species,rubsho1,Rusty-bellied Shortwing,Brachypteryx hyperythra
29350,species,lessho1,Lesser Shortwing,Brachypteryx leucophris
29356,species,whbsho4,Himalayan Shortwing,Brachypteryx cruralis
29357,species,whbsho5,Chinese Shortwing,Brachypteryx sinensis
29358,slash,y01161,Himalayan/Chinese Shortwing,Brachypteryx cruralis/sinensis
29359,species,whbsho6,Taiwan Shortwing,Brachypteryx goodfellowi
29360,species,whbsho7,Philippine Shortwing,Brachypteryx poliogyna
29368,species,whbsho8,Bornean Shortwing,Brachypteryx erythrogyna
29369,species,whbsho9,Sumatran Shortwing,Brachypteryx saturata
29370,species,whbsho10,Javan Shortwing,Brachypteryx montana
29371,species,whbsho11,Flores Shortwing,Brachypteryx floris
29372,form,minsho1,Mindanao Shortwing (undescribed form),Brachypteryx [undescribed submontane Mindanao form]
29373,spuh,brachy1,Brachypteryx sp.,Brachypteryx sp.
29374,species,gousho1,Gould's Shortwing,Heteroxenicus stellatus
29377,species,rutrob1,Rufous-tailed Robin,Larvivora sibilans
29378,species,ruhrob1,Rufous-headed Robin,Larvivora ruficeps
29379,species,japrob2,Japanese Robin,Larvivora akahige
29380,species,japrob3,Izu Robin,Larvivora tanensis
29381,slash,japrob1,Japanese/Izu Robin,Larvivora akahige/tanensis
29382,species,ryurob2,Ryukyu Robin,Larvivora komadori
29383,species,ryurob3,Okinawa Robin,Larvivora namiyei
29384,slash,ryurob1,Ryukyu/Okinawa Robin,Larvivora komadori/namiyei
29385,species,inbrob1,Indian Blue Robin,Larvivora brunnea
29388,species,sibrob,Siberian Blue Robin,Larvivora cyane
29391,species,whtrob3,White-throated Robin,Irania gutturalis
29392,species,thrnig1,Thrush Nightingale,Luscinia luscinia
29393,species,comnig1,Common Nightingale,Luscinia megarhynchos
29394,issf,comnig2,Common Nightingale (megarhynchos/africana),Luscinia megarhynchos megarhynchos/africana
29397,issf,comnig3,Common Nightingale (golzii),Luscinia megarhynchos golzii
29398,hybrid,x01010,Thrush x Common Nightingale (hybrid),Luscinia luscinia x megarhynchos
29399,slash,y00625,Thrush/Common Nightingale,Luscinia luscinia/megarhynchos
29400,species,whbred1,White-bellied Redstart,Luscinia phaenicuroides
29403,species,blueth,Bluethroat,Luscinia svecica
29404,issf,blueth1,Bluethroat (Red-spotted),Luscinia svecica [svecica Group]
29413,issf,blueth4,Bluethroat (Iberian),Luscinia svecica azuricollis
29414,issf,blueth2,Bluethroat (White-spotted),Luscinia svecica cyanecula/namnetum
29417,issf,blueth3,Bluethroat (Caucasian),Luscinia svecica magna
29418,species,ceywht1,Sri Lanka Whistling-Thrush,Myophonus blighi
29419,species,shwthr1,Shiny Whistling-Thrush,Myophonus melanurus
29420,species,javwht1,Javan Whistling-Thrush,Myophonus glaucinus
29421,species,chwwht1,Sumatran Whistling-Thrush,Myophonus castaneus
29422,species,borwht1,Bornean Whistling-Thrush,Myophonus borneensis
29423,species,mawthr2,Malayan Whistling-Thrush,Myophonus robinsoni
29424,species,mawthr1,Malabar Whistling-Thrush,Myophonus horsfieldii
29425,species,fowthr1,Taiwan Whistling-Thrush,Myophonus insularis
29426,species,blwthr1,Blue Whistling-Thrush,Myophonus caeruleus
29427,issf,bluwht1,Blue Whistling-Thrush (Black-billed),Myophonus caeruleus caeruleus
29428,issf,bluwht2,Blue Whistling-Thrush (Yellow-billed),Myophonus caeruleus [flavirostris Group]
29434,spuh,whistl2,whistling-thrush sp.,Myophonus sp.
29435,species,litfor1,Little Forktail,Enicurus scouleri
29438,species,whcfor1,White-crowned Forktail,Enicurus leschenaulti
29439,issf,whcfor4,White-crowned Forktail (Northern),Enicurus leschenaulti sinensis/indicus
29442,issf,whcfor10,White-crowned Forktail (Malaysian),Enicurus leschenaulti frontalis/chaseni
29445,issf,whcfor5,White-crowned Forktail (Javan),Enicurus leschenaulti leschenaulti
29446,species,whcfor3,Bornean Forktail,Enicurus borneensis
29447,slash,y01210,White-crowned/Bornean Forktail,Enicurus leschenaulti/borneensis
29448,species,spofor1,Spotted Forktail,Enicurus maculatus
29453,species,sunfor1,Sunda Forktail,Enicurus velatus
29456,species,chnfor1,Chestnut-naped Forktail,Enicurus ruficapillus
29457,species,blbfor1,Black-backed Forktail,Enicurus immaculatus
29458,species,slbfor1,Slaty-backed Forktail,Enicurus schistaceus
29459,spuh,forkta1,forktail sp.,Enicurus sp.
29460,species,fireth1,Firethroat,Calliope pectardens
29461,species,btbrob1,Blackthroat,Calliope obscura
29462,slash,y01307,Firethroat/Blackthroat,Calliope pectardens/obscura
29463,species,sibrub,Siberian Rubythroat,Calliope calliope
29464,species,himrub1,Himalayan Rubythroat,Calliope pectoralis
29468,species,chirub1,Chinese Rubythroat,Calliope tschebaiewi
29469,slash,whtrub1,Himalayan/Chinese Rubythroat (White-tailed Rubythroat),Calliope pectoralis/tschebaiewi
29470,species,whtrob2,White-tailed Robin,Myiomela leucura
29471,issf,whtrob4,White-tailed Robin (White-tailed),Myiomela leucura leucura/montium
29474,issf,whtrob5,White-tailed Robin (Cambodian),Myiomela leucura cambodiana
29475,species,sunrob2,Sumatran Robin,Myiomela sumatrana
29476,species,sunrob3,Javan Robin,Myiomela diana
29477,species,blfrob1,Blue-fronted Robin,Cinclidium frontale
29480,species,refblu1,Red-flanked Bluetail,Tarsiger cyanurus
29481,species,refblu2,Qilian Bluetail,Tarsiger albocoeruleus
29482,slash,refblu,Red-flanked/Qilian Bluetail,Tarsiger cyanurus/albocoeruleus
29483,species,himblu1,Himalayan Bluetail,Tarsiger rufilatus
29486,slash,y00912,Red-flanked/Himalayan Bluetail,Tarsiger cyanurus/rufilatus
29487,species,rbbrob1,Rufous-breasted Bush-Robin,Tarsiger hyperythrus
29488,species,wbbrob1,White-browed Bush-Robin,Tarsiger indicus
29491,species,whbbur3,Taiwan Bush-Robin,Tarsiger formosanus
29492,species,gobrob1,Golden Bush-Robin,Tarsiger chrysaeus
29495,species,cobrob1,Collared Bush-Robin,Tarsiger johnstoniae
29496,slash,y01124,Taiwan/Collared Bush-Robin,Tarsiger formosanus/johnstoniae
29497,spuh,tarsig1,Tarsiger sp.,Tarsiger sp.
29498,species,korfly1,Yellow-rumped Flycatcher,Ficedula zanthopygia
29499,species,narfly1,Green-backed Flycatcher,Ficedula elisae
29500,species,narfly2,Narcissus Flycatcher,Ficedula narcissina
29501,species,narfly3,Ryukyu Flycatcher,Ficedula owstoni
29505,slash,y00913,Yellow-rumped/Green-backed/Narcissus/Ryukyu Flycatcher,Ficedula zanthopygia/elisae/narcissina/owstoni
29506,slash,narfly,Narcissus/Ryukyu Flycatcher,Ficedula narcissina/owstoni
29507,species,mugfly,Mugimaki Flycatcher,Ficedula mugimaki
29508,species,slbfly1,Slaty-backed Flycatcher,Ficedula erithacus
29509,species,barfly1,Black-and-orange Flycatcher,Ficedula nigrorufa
29510,species,slbfly2,Slaty-blue Flycatcher,Ficedula tricolor
29515,species,snbfly1,Snowy-browed Flycatcher,Ficedula hyperythra
29530,species,pybfly1,Pygmy Flycatcher,Ficedula hodgsoni
29533,species,rugfly1,Rufous-gorgeted Flycatcher,Ficedula strophiata
29536,species,sapfly1,Sapphire Flycatcher,Ficedula sapphira
29540,species,lipfly1,Little Pied Flycatcher,Ficedula westermanni
29549,species,ultfly1,Ultramarine Flycatcher,Ficedula superciliaris
29550,issf,ultfly2,Ultramarine Flycatcher (Eyebrowed),Ficedula superciliaris superciliaris
29551,issf,ultfly3,Ultramarine Flycatcher (Eastern),Ficedula superciliaris aestigma
29552,species,rutfly6,Rusty-tailed Flycatcher,Ficedula ruficauda
29553,species,taifly1,Taiga Flycatcher,Ficedula albicilla
29554,species,kasfly1,Kashmir Flycatcher,Ficedula subrubra
29555,species,rebfly,Red-breasted Flycatcher,Ficedula parva
29556,slash,y00821,Taiga/Red-breasted Flycatcher,Ficedula albicilla/parva
29557,species,semfly1,Semicollared Flycatcher,Ficedula semitorquata
29558,species,eupfly1,European Pied Flycatcher,Ficedula hypoleuca
29562,hybrid,x00471,Semicollared x European Pied Flycatcher (hybrid),Ficedula semitorquata x hypoleuca
29563,species,atlfly1,Atlas Flycatcher,Ficedula speculigera
29564,slash,y00819,European Pied/Atlas Flycatcher,Ficedula hypoleuca/speculigera
29565,species,colfly1,Collared Flycatcher,Ficedula albicollis
29566,hybrid,x00472,Semicollared x Collared Flycatcher (hybrid),Ficedula semitorquata x albicollis
29567,hybrid,x00817,European Pied x Collared Flycatcher (hybrid),Ficedula hypoleuca x albicollis
29568,slash,y01211,European Pied/Collared Flycatcher,Ficedula hypoleuca/albicollis
29569,slash,y00820,European Pied/Collared/Semicollared Flycatcher,Ficedula hypoleuca/albicollis/semitorquata
29570,species,rucfly3,Tanimbar Flycatcher,Ficedula riedeli
29571,species,rucfly1,Rufous-chested Flycatcher,Ficedula dumetoria
29574,species,palfly1,Palawan Flycatcher,Ficedula platenae
29575,species,furfly1,Furtive Flycatcher,Ficedula disposita
29576,species,rutfly5,Rufous-throated Flycatcher,Ficedula rufigula
29577,species,damfly1,Damar Flycatcher,Ficedula henrici
29578,species,cicfly1,Cinnamon-chested Flycatcher,Ficedula buruensis
29582,species,lomfly1,Lompobattang Flycatcher,Ficedula bonthaina
29583,species,sumfly1,Sumba Flycatcher,Ficedula harterti
29584,species,blbfly2,Black-banded Flycatcher,Ficedula timorensis
29585,species,lisfly1,Little Slaty Flycatcher,Ficedula basilanica
29586,issf,lisfly2,Little Slaty Flycatcher (samarensis),Ficedula basilanica samarensis
29587,issf,lisfly3,Little Slaty Flycatcher (basilanica),Ficedula basilanica basilanica
29588,species,rutfly7,Cryptic Flycatcher,Ficedula crypta
29589,species,bunfly1,Bundok Flycatcher,Ficedula luzoniensis
29598,spuh,ficedu1,Ficedula sp.,Ficedula sp.
29599,species,blfred1,Blue-fronted Redstart,Phoenicurus frontalis
29600,species,plured1,Plumbeous Redstart,Phoenicurus fuliginosus
29603,species,luzred1,Luzon Redstart,Phoenicurus bicolor
29604,species,rubred2,Rufous-backed Redstart,Phoenicurus erythronotus
29605,species,whcred1,White-capped Redstart,Phoenicurus leucocephalus
29606,species,alsred1,Ala Shan Redstart,Phoenicurus alaschanicus
29607,species,bucred1,Blue-capped Redstart,Phoenicurus coeruleocephala
29608,species,moured1,Moussier's Redstart,Phoenicurus moussieri
29609,species,comred2,Common Redstart,Phoenicurus phoenicurus
29610,issf,comred5,Common Redstart (Common),Phoenicurus phoenicurus phoenicurus
29611,issf,comred6,Common Redstart (Ehrenberg's),Phoenicurus phoenicurus samamisicus
29612,species,hodred1,Hodgson's Redstart,Phoenicurus hodgsoni
29613,species,whtred1,White-throated Redstart,Phoenicurus schisticeps
29614,species,whwred2,White-winged Redstart,Phoenicurus erythrogastrus
29617,species,blared1,Black Redstart,Phoenicurus ochruros
29618,issf,blkred2,Black Redstart (Western),Phoenicurus ochruros gibraltariensis/aterrimus
29621,issf,blkred1,Black Redstart (Eastern),Phoenicurus ochruros [ochruros Group]
29628,hybrid,x00745,Common x Black Redstart (hybrid),Phoenicurus phoenicurus x ochruros
29629,slash,y01071,Common/Black Redstart,Phoenicurus phoenicurus/ochruros
29630,species,daured1,Daurian Redstart,Phoenicurus auroreus
29633,spuh,redsta1,redstart sp.,Phoenicurus sp.
29634,species,lirthr1,Little Rock-Thrush,Monticola rufocinereus
29637,species,cbrthr1,Chestnut-bellied Rock-Thrush,Monticola rufiventris
29638,species,wtrthr1,White-throated Rock-Thrush,Monticola gularis
29639,species,bcrthr1,Blue-capped Rock-Thrush,Monticola cinclorhyncha
29640,species,strthr1,Short-toed Rock-Thrush,Monticola brevipes
29641,issf,shtrot1,Short-toed Rock-Thrush (White-crowned),Monticola brevipes brevipes
29642,issf,shtrot2,Short-toed Rock-Thrush (Short-toed),Monticola brevipes pretoriae
29643,species,serthr1,Sentinel Rock-Thrush,Monticola explorator
29646,species,litrot1,Littoral Rock-Thrush,Monticola imerina
29647,species,ammrot1,Amber Mountain Rock-Thrush,Monticola erythronotus
29648,species,forrot2,Forest Rock-Thrush,Monticola sharpei
29649,issf,forrot1,Forest Rock-Thrush (Forest),Monticola sharpei sharpei
29650,issf,benrot1,Forest Rock-Thrush (Benson's),Monticola sharpei bensoni
29651,species,rtrthr1,Rufous-tailed Rock-Thrush,Monticola saxatilis
29652,species,burthr,Blue Rock-Thrush,Monticola solitarius
29653,issf,blurot1,Blue Rock-Thrush (solitarius/longirostris),Monticola solitarius solitarius/longirostris
29656,issf,blurot5,Blue Rock-Thrush (pandoo),Monticola solitarius pandoo
29657,issf,blurot2,Blue Rock-Thrush (philippensis),Monticola solitarius philippensis
29658,intergrade,blurot3,Blue Rock-Thrush (pandoo x philippensis),Monticola solitarius pandoo x philippensis
29659,issf,blurot4,Blue Rock-Thrush (madoci),Monticola solitarius madoci
29660,species,mirthr1,Miombo Rock-Thrush,Monticola angolensis
29663,species,carthr1,Cape Rock-Thrush,Monticola rupestris
29664,species,wwccha1,White-winged Cliff-Chat,Monticola semirufus
29665,spuh,rockth1,rock-thrush sp.,Monticola sp.
29666,species,whinch1,Whinchat,Saxicola rubetra
29667,hybrid,x00818,Common Redstart x Whinchat (hybrid),Phoenicurus phoenicurus x Saxicola rubetra
29668,species,whbbus4,White-browed Bushchat,Saxicola macrorhynchus
29669,species,whtbus1,White-throated Bushchat,Saxicola insignis
29670,species,caisto1,Fuerteventura Stonechat,Saxicola dacotiae
29673,species,stonec4,European Stonechat,Saxicola rubicola
29676,slash,y01190,Whinchat/European Stonechat,Saxicola rubetra/rubicola
29677,species,sibsto1,Siberian Stonechat,Saxicola maurus
29678,issf,sibsto2,Siberian Stonechat (Caspian),Saxicola maurus hemprichii
29679,issf,stonec2,Siberian Stonechat (Siberian),Saxicola maurus [maurus Group]
29683,issf,sibsto3,Siberian Stonechat (Przevalski's),Saxicola maurus przewalskii
29684,hybrid,x01161,Whinchat x Siberian Stonechat (hybrid),Saxicola rubetra x maurus
29685,slash,y01123,White-browed Bushchat/Siberian Stonechat,Saxicola macrorhynchus/maurus
29686,slash,y01191,White-throated Bushchat/Siberian Stonechat,Saxicola insignis/maurus
29687,slash,stonec1,European/Siberian Stonechat,Saxicola rubicola/maurus
29688,species,stonec7,Amur Stonechat,Saxicola stejnegeri
29689,slash,y00427,Siberian/Amur Stonechat,Saxicola maurus/stejnegeri
29690,species,afrsto1,African Stonechat,Saxicola torquatus
29691,issf,stonec3,African Stonechat (African),Saxicola torquatus [torquatus Group]
29706,issf,stonec5,African Stonechat (Ethiopian),Saxicola torquatus albofasciatus
29707,issf,stonec6,African Stonechat (Madagascar),Saxicola torquatus sibilla
29708,species,reusto1,Reunion Stonechat,Saxicola tectes
29709,species,whtsto2,White-tailed Stonechat,Saxicola leucurus
29710,slash,y00914,Siberian/White-tailed Stonechat,Saxicola maurus/leucurus
29711,species,piebus1,Pied Bushchat,Saxicola caprata
29728,species,jerbus1,Jerdon's Bushchat,Saxicola jerdoni
29729,species,grybus1,Gray Bushchat,Saxicola ferreus
29732,species,timbus1,Timor Bushchat,Saxicola gutturalis
29735,spuh,saxico1,Saxicola sp.,Saxicola sp.
29736,species,busbus1,Buff-streaked Chat,Campicoloides bifasciatus
29737,species,siccha1,Sickle-winged Chat,Emarginata sinuata
29741,species,karcha1,Karoo Chat,Emarginata schlegelii
29746,species,tracha1,Tractrac Chat,Emarginata tractrac
29752,species,moocha1,Moorland Chat,Pinarochroa sordida
29753,issf,moocha2,Moorland Chat (Abyssinian),Pinarochroa sordida sordida
29754,issf,moocha4,Moorland Chat (Mt. Kenya),Pinarochroa sordida ernesti
29755,issf,moocha5,Moorland Chat (Ngorongoro),Pinarochroa sordida olimotiensis
29756,issf,moocha6,Moorland Chat (Mt. Kilimanjaro),Pinarochroa sordida hypospodia
29757,species,moccha1,Mocking Cliff-Chat,Thamnolaea cinnamomeiventris
29766,species,soocha1,Sooty Chat,Myrmecocichla nigra
29767,species,noacha1,Northern Anteater-Chat,Myrmecocichla aethiops
29771,species,soacha1,Southern Anteater-Chat,Myrmecocichla formicivora
29772,species,conmoo1,Congo Moor Chat,Myrmecocichla tholloni
29773,species,mouwhe1,Mountain Chat,Myrmecocichla monticola
29778,species,ruecha1,Rüppell's Chat,Myrmecocichla melaena
29779,species,whbcha2,Arnot's Chat,Myrmecocichla arnotti
29780,issf,arncha1,Arnot's Chat (Angola),Myrmecocichla arnotti harterti
29781,issf,arncha2,Arnot's Chat (Arnot's),Myrmecocichla arnotti arnotti
29782,issf,ruacha1,Arnot's Chat (Ruaha),Myrmecocichla arnotti collaris
29783,species,norwhe,Northern Wheatear,Oenanthe oenanthe
29784,issf,norwhe2,Northern Wheatear (Greenland),Oenanthe oenanthe leucorhoa
29785,issf,norwhe1,Northern Wheatear (Eurasian),Oenanthe oenanthe oenanthe/libanotica
29788,species,norwhe3,Atlas Wheatear,Oenanthe seebohmi
29789,slash,y01192,Northern/Atlas Wheatear,Oenanthe oenanthe/seebohmi
29790,species,capwhe1,Capped Wheatear,Oenanthe pileata
29794,species,rebwhe2,Buff-breasted Wheatear,Oenanthe bottae
29795,species,rebwhe3,Rusty-breasted Wheatear,Oenanthe frenata
29796,species,isawhe1,Isabelline Wheatear,Oenanthe isabellina
29797,species,heuwhe1,Heuglin's Wheatear,Oenanthe heuglinii
29798,species,hoowhe1,Hooded Wheatear,Oenanthe monacha
29799,species,deswhe1,Desert Wheatear,Oenanthe deserti
29803,species,bkewhe1,Western Black-eared Wheatear,Oenanthe hispanica
29804,species,cypwhe1,Cyprus Wheatear,Oenanthe cypriaca
29805,species,bkewhe2,Eastern Black-eared Wheatear,Oenanthe melanoleuca
29806,slash,y00915,Northern/Western Black-eared/Eastern Black-eared Wheatear,Oenanthe oenanthe/hispanica/melanoleuca
29807,slash,blewhe1,Western/Eastern Black-eared Wheatear,Oenanthe hispanica/melanoleuca
29808,species,piewhe1,Pied Wheatear,Oenanthe pleschanka
29809,form,piewhe2,Pied Wheatear (vittata),Oenanthe pleschanka (vittata form)
29810,hybrid,x00771,Eastern Black-eared x Pied Wheatear (hybrid),Oenanthe melanoleuca x pleschanka
29811,slash,y01004,Cyprus/Pied Wheatear,Oenanthe cypriaca/pleschanka
29812,slash,y01162,Eastern Black-eared/Pied Wheatear,Oenanthe melanoleuca/pleschanka
29813,species,wfbcha1,White-fronted Black-Chat,Oenanthe albifrons
29819,species,somwhe1,Somali Wheatear,Oenanthe phillipsi
29820,species,rerwhe1,Red-rumped Wheatear,Oenanthe moesta
29823,species,blacks1,Blackstart,Oenanthe melanura
29830,species,famcha1,Familiar Chat,Oenanthe familiaris
29839,slash,y01399,Sickle-winged/Familiar Chat,Emarginata sinuata/Oenanthe familiaris
29840,species,somcha1,Sombre Rock Chat,Oenanthe dubia
29841,species,brtcha1,Brown-tailed Chat,Oenanthe scotocerca
29842,issf,bntcha1,Brown-tailed Chat (Brown-tailed),Oenanthe scotocerca [scotocerca Group]
29846,issf,bntcha2,Brown-tailed Chat (Pale),Oenanthe scotocerca spectatrix/validior
29849,species,indcha1,Brown Rock Chat,Oenanthe fusca
29850,species,varwhe1,Variable Wheatear,Oenanthe picata
